"n","r_squared","adjusted_r_squared","rmse_log","partial_f_p_value","aic_full","aic_reduced","bic_full","bic_reduced"
3748,0.075230900132661,0.0742426349978842,0.20276145383377,0.16814184697844,-1313.09480096131,-1313.19206859614,-1269.4919574578,-1275.81820273599
